,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Brand,Model,Age,new_price_num
4388,Audi Q7 4.2 TDI Quattro Technology,Bangalore,2015,50000,Diesel,Automatic,3,11.33,4134.0,335.2,7.0,,48.0,Audi,Q7 4.2,5,
4389,BMW X5 xDrive 30d,Hyderabad,2011,124652,Diesel,Automatic,3,11.7,2993.0,245.0,5.0,,21.99,BMW,X5 xDrive,9,
4390,Maruti Ritz LXI,Hyderabad,2013,80264,Petrol,Manual,3,21.1,1197.0,85.8,5.0,,4.3,Maruti,Ritz LXI,7,
4391,Nissan Sunny 2011-2014 Diesel XL,Pune,2013,125600,Diesel,Manual,3,21.64,1461.0,84.8,5.0,,3.75,Nissan,Sunny 2011-2014,7,
4392,Toyota Corolla Altis 1.8 Limited Edition,Mumbai,2015,49000,Petrol,Manual,3,14.28,1798.0,138.03,5.0,,8.95,Toyota,Corolla Altis,5,
4393,Toyota Etios VXD,Pune,2012,111000,Diesel,Manual,3,23.59,1364.0,67.1,5.0,,4.75,Toyota,Etios VXD,8,
4394,Toyota Corolla Altis GL MT,Coimbatore,2016,33690,Petrol,Manual,3,14.28,1798.0,138.03,5.0,,14.6,Toyota,Corolla Altis,4,
4395,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,50000,Diesel,Automatic,3,17.68,1968.0,174.33,5.0,,17.5,Audi,A6 2011-2015,8,
4396,Maruti Ertiga ZDI,Kolkata,2012,38092,Diesel,Manual,3,20.77,1248.0,88.8,7.0,,5.2,Maruti,Ertiga ZDI,8,
4397,Hyundai Grand i10 Sportz,Coimbatore,2017,47774,Petrol,Manual,3,18.9,1197.0,82.0,5.0,,6.04,Hyundai,Grand i10,3,
4398,Tata Indigo CS LX (TDI) BS III,Chennai,2009,167000,Diesel,Manual,2,19.09,1396.0,69.0,5.0,,2.7,Tata,Indigo CS,11,
4399,Maruti Swift Dzire AMT ZDI,Chennai,2019,65000,Diesel,Automatic,3,26.59,1248.0,74.0,5.0,,6.75,Maruti,Swift Dzire,1,
4400,Volkswagen Polo Petrol Highline 1.6L,Kolkata,2011,46000,Petrol,Manual,3,15.26,1598.0,103.5,5.0,,2.35,Volkswagen,Polo Petrol,9,
4401,Tata Tiago 1.2 Revotron XZ WO Alloy,Hyderabad,2017,16500,Petrol,Manual,3,23.84,1199.0,84.0,5.0,6.29 Lakh,5.0,Tata,Tiago 1.2,3,6.29
4402,Honda City i VTEC VX,Kolkata,2016,39000,Petrol,Manual,3,17.8,1497.0,117.3,5.0,,6.95,Honda,City i,4,
4403,Honda Amaze V Petrol,Jaipur,2018,6000,Petrol,Manual,3,19.5,1199.0,86.76,5.0,8.18 Lakh,6.7,Honda,Amaze V,2,8.18
4404,Audi A4 35 TDI Premium,Hyderabad,2015,60000,Diesel,Automatic,3,17.11,1968.0,174.33,5.0,,25.0,Audi,A4 35,5,
4405,Volkswagen Vento Petrol Highline AT,Chennai,2011,97320,Petrol,Automatic,3,14.4,1598.0,103.6,5.0,,3.75,Volkswagen,Vento Petrol,9,
4406,Volkswagen Vento Diesel Trendline,Chennai,2011,99807,Diesel,Manual,3,20.54,1598.0,103.6,5.0,,3.75,Volkswagen,Vento Diesel,9,
4407,Honda City 1.5 S MT,Pune,2013,46000,Petrol,Manual,3,17.0,1497.0,118.0,5.0,,5.1,Honda,City 1.5,7,
4408,Maruti Wagon R LXI,Mumbai,2010,12000,Petrol,Manual,3,22.5,998.0,67.04,5.0,5.04 Lakh,2.45,Maruti,Wagon R,10,5.04
4409,Skoda Superb 2.8 V6 AT,Kolkata,2005,13002,Petrol,Automatic,3,9.3,2771.0,193.1,5.0,,3.25,Skoda,Superb 2.8,15,
4410,Honda City i DTEC SV,Kolkata,2014,26000,Diesel,Manual,3,26.0,1498.0,98.6,5.0,,5.5,Honda,City i,6,
4411,Maruti Wagon R LXI CNG,Kochi,2014,68365,CNG,Manual,3,21.01,998.0,58.16,5.0,,3.77,Maruti,Wagon R,6,
4412,Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,27833,Diesel,Automatic,3,,2987.0,165.0,5.0,,49.24,Mercedes-Benz,M-Class ML,4,
4413,Maruti Alto 800 LXI,Kochi,2016,51639,Petrol,Manual,3,22.74,796.0,47.3,5.0,,3.04,Maruti,Alto 800,4,
4414,Hyundai i20 Magna 1.2,Delhi,2015,21000,Petrol,Manual,3,18.6,1197.0,81.83,5.0,,4.9,Hyundai,i20 Magna,5,
4415,Ford Ecosport 1.5 DV5 MT Trend,Bangalore,2013,90000,Diesel,Manual,3,22.7,1498.0,89.84,5.0,,6.25,Ford,Ecosport 1.5,7,
4416,BMW 3 Series GT 320d Luxury Line,Hyderabad,2015,36255,Diesel,Automatic,3,19.59,1995.0,184.0,5.0,,33.0,BMW,3 Series,5,
4417,BMW X5 xDrive 30d,Chennai,2011,58000,Diesel,Automatic,2,11.7,2993.0,245.0,5.0,,27.0,BMW,X5 xDrive,9,
4418,Honda Amaze S i-Vtech,Coimbatore,2014,48997,Petrol,Manual,2,18.0,1198.0,86.7,5.0,,5.21,Honda,Amaze S,6,
4419,Ford EcoSport 1.5 Ti VCT MT Titanium,Mumbai,2014,31130,Petrol,Manual,3,15.85,1499.0,110.4,5.0,,5.75,Ford,EcoSport 1.5,6,
4420,Jaguar XF 3.0 Litre S Premium Luxury,Coimbatore,2012,75668,Diesel,Automatic,3,14.74,2993.0,270.9,5.0,,16.58,Jaguar,XF 3.0,8,
4421,Toyota Corolla 1.8 J,Delhi,2015,12000,Petrol,Manual,3,14.53,1798.0,138.0,5.0,,11.0,Toyota,Corolla 1.8,5,
4422,Hyundai i10 Sportz,Pune,2014,90000,Petrol,Manual,2,20.36,1197.0,78.9,5.0,,2.8,Hyundai,i10 Sportz,6,
4423,Mercedes-Benz New C-Class C220 CDI Executive Edition,Kochi,2019,17320,Diesel,Automatic,3,15.8,2148.0,170.0,5.0,,37.99,Mercedes-Benz,New C-Class,1,
4424,Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,2011,85000,Diesel,Manual,2,20.0,1968.0,108.5,5.0,,3.65,Skoda,Laura Ambiente,9,
4425,Ford Endeavour 4x2 XLT,Hyderabad,2007,130000,Diesel,Manual,3,13.1,2499.0,141.0,7.0,,6.0,Ford,Endeavour 4x2,13,
4426,Ford Figo Petrol EXI,Coimbatore,2013,60328,Petrol,Manual,3,15.6,1196.0,70.0,5.0,,4.54,Ford,Figo Petrol,7,
4427,Honda Amaze S i-Vtech,Kochi,2015,34327,Petrol,Manual,3,18.0,1198.0,86.7,5.0,,5.4,Honda,Amaze S,5,
4428,Tata Indica Vista TDI LS,Mumbai,2014,75000,Diesel,Manual,3,19.1,1405.0,70.0,5.0,,3.3,Tata,Indica Vista,6,
4429,Volvo XC60 D4 Summum,Hyderabad,2012,86000,Diesel,Automatic,2,14.7,1985.0,163.0,5.0,,18.25,Volvo,XC60 D4,8,
4430,Datsun Redi GO Sport,Bangalore,2017,12000,Petrol,Manual,3,22.7,799.0,53.0,5.0,,3.1,Datsun,Redi GO,3,
4431,Hyundai EON Era Plus,Kochi,2013,57759,Petrol,Manual,3,21.1,814.0,55.2,5.0,,3.84,Hyundai,EON Era,7,
4432,Maruti Alto 800 VXI,Kolkata,2016,24300,Petrol,Manual,3,22.74,796.0,47.3,5.0,,2.44,Maruti,Alto 800,4,
4433,Volkswagen Polo Petrol Trendline 1.2L,Bangalore,2011,66000,Petrol,Manual,2,16.47,1198.0,73.9,5.0,,3.6,Volkswagen,Polo Petrol,9,
4434,Hyundai i10 Asta,Mumbai,2015,75915,Petrol,Manual,3,20.36,1197.0,78.9,5.0,,3.9,Hyundai,i10 Asta,5,
4435,Nissan Sunny 2011-2014 XL,Chennai,2013,107000,Petrol,Manual,2,16.95,1498.0,97.7,5.0,,2.9,Nissan,Sunny 2011-2014,7,
4436,Toyota Corolla Altis G,Chennai,2008,86000,Petrol,Manual,2,14.53,1798.0,138.1,5.0,,3.5,Toyota,Corolla Altis,12,
4437,Hyundai Verna CRDi ABS,Chennai,2009,160000,Diesel,Manual,2,18.1,1493.0,110.0,5.0,,3.5,Hyundai,Verna CRDi,11,
4438,Maruti Alto 800 2016-2019 LXI Optional,Jaipur,2019,3000,Petrol,Manual,3,24.7,796.0,47.3,5.0,,3.5,Maruti,Alto 800,1,
4439,Hyundai i20 Sportz 1.4 CRDi,Hyderabad,2015,72495,Diesel,Manual,3,21.9,1396.0,88.76,5.0,,7.0,Hyundai,i20 Sportz,5,
4440,Hyundai Verna 1.6 CRDi AT S,Chennai,2016,33000,Diesel,Automatic,3,19.08,1582.0,126.2,5.0,,8.7,Hyundai,Verna 1.6,4,
4441,Audi Q7 3.0 TDI Quattro Technology,Hyderabad,2014,60000,Diesel,Automatic,3,12.07,2967.0,241.4,7.0,,45.0,Audi,Q7 3.0,6,
4442,Tata Indica V2 eLS,Hyderabad,2016,80103,Diesel,Manual,3,25.0,1396.0,69.0,5.0,,1.8,Tata,Indica V2,4,
4443,Chevrolet Spark 1.0 LS,Kolkata,2007,42100,Petrol,Manual,3,18.0,995.0,62.0,5.0,,0.99,Chevrolet,Spark 1.0,13,
4444,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2018,4500,Petrol,Manual,3,18.9,1197.0,81.86,5.0,6.4 Lakh,4.8,Hyundai,Grand i10,2,6.4
4445,Toyota Fortuner 4x4 MT TRD Sportivo,Mumbai,2014,97000,Diesel,Manual,3,12.55,2982.0,169.0,7.0,,17.95,Toyota,Fortuner 4x4,6,
4446,Mahindra E Verito D4,Chennai,2016,50000,Electric,Automatic,3,,72.0,41.0,5.0,13.58 Lakh,13.0,Mahindra,E Verito,4,13.58
4447,Hyundai Grand i10 1.2 Kappa Asta,Kochi,2017,51223,Petrol,Manual,3,18.9,1197.0,81.86,5.0,7.48 Lakh,5.66,Hyundai,Grand i10,3,7.48
4448,Honda City 1.5 S MT,Delhi,2009,64000,Petrol,Manual,3,17.0,1497.0,118.0,5.0,,3.1,Honda,City 1.5,11,
4449,Hyundai Elite i20 Petrol Asta,Kochi,2016,56911,Petrol,Manual,3,18.6,1197.0,81.86,5.0,,6.54,Hyundai,Elite i20,4,
4450,Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2015,147848,Diesel,Manual,3,12.8,2494.0,102.0,8.0,,13.2,Toyota,Innova 2.5,5,
4451,Ford Mustang V8,Kochi,2018,21290,Petrol,Automatic,3,13.0,4951.0,395.0,4.0,83.92 Lakh,56.8,Ford,Mustang V8,2,83.92
4452,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14076,Diesel,Automatic,3,11.36,2755.0,171.5,7.0,20.74 Lakh,19.4,Toyota,Innova Crysta,1,20.74
4453,Maruti Zen Estilo 1.1 VXI BSIII,Ahmedabad,2007,75180,Petrol,Manual,3,18.2,1061.0,64.0,5.0,,1.65,Maruti,Zen Estilo,13,
4454,Maruti Swift ZDi,Jaipur,2013,92000,Diesel,Manual,2,22.9,1248.0,74.0,5.0,,4.35,Maruti,Swift ZDi,7,
4455,Fiat Avventura MULTIJET Emotion,Hyderabad,2015,57266,Diesel,Manual,3,20.5,1248.0,91.72,5.0,,6.5,Fiat,Avventura MULTIJET,5,
4456,Maruti Zen Estilo VXI BSIII,Delhi,2007,64000,Petrol,Manual,3,18.2,998.0,67.1,5.0,,1.11,Maruti,Zen Estilo,13,
4457,Renault Duster 85PS Diesel RxL,Mumbai,2013,41000,Diesel,Manual,3,19.87,1461.0,83.8,5.0,,5.5,Renault,Duster 85PS,7,
4458,Mitsubishi Pajero 2.8 SFX,Delhi,2012,45999,Diesel,Manual,3,10.5,2835.0,107.2,6.0,,11.0,Mitsubishi,Pajero 2.8,8,
4459,Maruti Celerio VXI AT,Pune,2015,50000,Petrol,Automatic,3,23.1,998.0,67.04,5.0,,3.9,Maruti,Celerio VXI,5,
4460,Tata Indica V2 DLS BSIII,Pune,2013,70000,Diesel,Manual,3,17.88,1405.0,48.21,5.0,,1.8,Tata,Indica V2,7,
4461,Hyundai Elite i20 Petrol Asta,Kochi,2016,37540,Petrol,Manual,3,18.6,1197.0,81.86,5.0,,6.22,Hyundai,Elite i20,4,
4462,Maruti Celerio VXI AT,Hyderabad,2014,44000,Petrol,Automatic,3,23.1,998.0,67.04,5.0,,4.3,Maruti,Celerio VXI,6,
4463,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,22500,Petrol,Manual,3,18.9,1197.0,81.86,5.0,7.82 Lakh,5.99,Hyundai,Grand i10,3,7.82
4464,Hyundai i20 1.2 Magna Executive,Delhi,2017,17431,Petrol,Manual,3,18.6,1197.0,81.83,5.0,,6.0,Hyundai,i20 1.2,3,
4465,Hyundai Verna 1.6 SX VTVT (O),Delhi,2014,61566,Petrol,Manual,3,17.1,1591.0,121.3,5.0,,5.85,Hyundai,Verna 1.6,6,
4466,Land Rover Freelander 2 SE,Kochi,2014,61730,Diesel,Automatic,3,12.39,2179.0,147.51,5.0,,19.94,Land Rover,Rover Freelander,6,
4467,Maruti Swift VXI BSIII,Chennai,2009,68000,Petrol,Manual,3,16.1,1298.0,88.2,5.0,,2.9,Maruti,Swift VXI,11,
4468,Honda Amaze SX i-VTEC,Mumbai,2014,29000,Petrol,Manual,3,18.0,1198.0,86.7,5.0,,4.25,Honda,Amaze SX,6,
4469,Toyota Corolla Altis Diesel D4DG,Hyderabad,2010,156210,Diesel,Manual,3,21.43,1364.0,87.2,5.0,,5.99,Toyota,Corolla Altis,10,
4470,Honda Amaze S Diesel,Kolkata,2013,46500,Diesel,Manual,3,27.4,1498.0,98.6,5.0,8.54 Lakh,3.3,Honda,Amaze S,7,8.54
4471,Audi A6 3.0 TDI quattro,Coimbatore,2009,52830,Diesel,Automatic,2,16.77,2967.0,241.38,5.0,,8.08,Audi,A6 3.0,11,
4472,Maruti Wagon R VXI,Jaipur,2017,39867,Petrol,Manual,3,22.5,998.0,67.04,5.0,5.44 Lakh,4.5,Maruti,Wagon R,3,5.44
4473,Honda Mobilio E i DTEC,Hyderabad,2014,58972,Diesel,Manual,3,24.2,1498.0,98.6,7.0,,6.5,Honda,Mobilio E,6,
4474,Honda CR-V 2.4 4WD AT,Bangalore,2006,66000,Petrol,Automatic,2,10.1,2354.0,152.0,5.0,,3.9,Honda,CR-V 2.4,14,
4475,Hyundai Verna 1.6 SX VTVT (O),Delhi,2013,52000,Petrol,Manual,3,17.1,1591.0,121.3,5.0,,5.25,Hyundai,Verna 1.6,7,
4476,Hyundai Santa Fe 4x4 AT,Bangalore,2014,58000,Diesel,Automatic,3,11.72,2199.0,194.3,7.0,,17.0,Hyundai,Santa Fe,6,
4477,Hyundai i10 Sportz AT,Ahmedabad,2012,58000,Petrol,Automatic,3,16.95,1197.0,78.9,5.0,,3.5,Hyundai,i10 Sportz,8,
4478,Ford Fusion Plus 1.4 TDCi Diesel,Hyderabad,2008,75000,Diesel,Manual,2,17.7,1399.0,68.0,5.0,,3.0,Ford,Fusion Plus,12,
4479,Hyundai i10 Sportz,Coimbatore,2015,41008,Petrol,Manual,2,20.36,1197.0,78.9,5.0,,4.87,Hyundai,i10 Sportz,5,
4480,Hyundai Xcent 1.1 CRDi SX Option,Jaipur,2014,65000,Diesel,Manual,3,24.4,1120.0,71.0,5.0,,6.0,Hyundai,Xcent 1.1,6,
4481,Skoda Superb Style 2.0 TDI AT,Mumbai,2015,19000,Diesel,Automatic,3,18.19,1968.0,174.5,5.0,36.94 Lakh,15.5,Skoda,Superb Style,5,36.94
4482,Ford Fiesta 1.4 Duratec EXI,Pune,2008,74000,Petrol,Manual,2,16.6,1388.0,68.0,5.0,,1.6,Ford,Fiesta 1.4,12,
4483,Maruti Baleno Zeta Automatic,Pune,2017,33000,Petrol,Automatic,3,21.4,1197.0,83.1,5.0,,7.25,Maruti,Baleno Zeta,3,
4484,Skoda Laura 1.9 TDI MT Ambiente,Mumbai,2010,95000,Diesel,Manual,2,17.0,1896.0,105.0,5.0,,3.25,Skoda,Laura 1.9,10,
4485,Volkswagen Vento 1.5 TDI Comfortline,Kolkata,2012,34000,Diesel,Manual,3,20.64,1498.0,108.5,5.0,11.16 Lakh,3.4,Volkswagen,Vento 1.5,8,11.16
4486,Audi Q7 3.0 TDI Quattro Technology,Coimbatore,2014,102865,Diesel,Automatic,3,12.07,2967.0,241.4,7.0,,30.5,Audi,Q7 3.0,6,
4487,Hyundai Verna VTVT 1.6 SX Option,Kochi,2016,52378,Petrol,Manual,3,17.0,1591.0,121.3,5.0,13.6 Lakh,7.97,Hyundai,Verna VTVT,4,13.6
4488,Mercedes-Benz New C-Class 220 CDI AT,Delhi,2012,38000,Diesel,Automatic,3,14.84,2143.0,170.0,5.0,,13.51,Mercedes-Benz,New C-Class,8,
4489,Honda Amaze S i-Dtech,Kochi,2015,60334,Diesel,Manual,3,25.8,1498.0,98.6,5.0,,5.43,Honda,Amaze S,5,
4490,Ford Fiesta 1.4 Duratec EXI Limited Edition,Chennai,2010,107000,Petrol,Manual,3,16.6,1388.0,68.0,5.0,,2.6,Ford,Fiesta 1.4,10,
4491,Hyundai i20 Magna Optional 1.2,Bangalore,2013,445000,Petrol,Manual,3,18.5,1197.0,82.9,5.0,,4.45,Hyundai,i20 Magna,7,
4492,Maruti Alto 800 LXI,Kolkata,2017,2196,Petrol,Manual,3,22.74,796.0,47.3,5.0,,2.75,Maruti,Alto 800,3,
4493,BMW 5 Series 530i Sedan,Kolkata,2010,24000,Petrol,Automatic,3,10.6,2996.0,258.0,5.0,,8.75,BMW,5 Series,10,
4494,Fiat Grande Punto 1.4 Emotion,Coimbatore,2015,44846,Petrol,Manual,2,14.6,1368.0,88.7,5.0,,5.41,Fiat,Grande Punto,5,
4495,Maruti Dzire AMT ZDI Plus,Kochi,2018,64035,Diesel,Automatic,3,28.4,1248.0,73.75,5.0,10.7 Lakh,8.55,Maruti,Dzire AMT,2,10.7
4496,Mahindra XUV500 W6 2WD,Mumbai,2014,45600,Diesel,Manual,3,15.1,2179.0,140.0,7.0,,8.25,Mahindra,XUV500 W6,6,
4497,Volvo XC90 2007-2015 D5 AT AWD,Kochi,2014,102001,Diesel,Automatic,3,11.1,2400.0,200.0,7.0,,23.58,Volvo,XC90 2007-2015,6,
4498,Hyundai i10 Sportz 1.2,Coimbatore,2014,47439,Petrol,Manual,3,20.36,1197.0,78.9,5.0,,4.49,Hyundai,i10 Sportz,6,
4499,Toyota Fortuner 3.0 Diesel,Hyderabad,2010,193254,Diesel,Manual,3,11.5,2982.0,171.0,7.0,,12.99,Toyota,Fortuner 3.0,10,
4500,Tata Nano XTA,Bangalore,2016,29000,Petrol,Automatic,3,21.9,624.0,37.48,4.0,,2.8,Tata,Nano XTA,4,
4501,Renault Lodgy 110PS RxZ 8 Seater,Coimbatore,2016,51681,Diesel,Manual,3,19.98,1461.0,108.5,8.0,,8.43,Renault,Lodgy 110PS,4,
4502,Audi Q7 3.0 TDI Quattro Premium Plus,Hyderabad,2015,50000,Diesel,Automatic,3,12.07,2967.0,241.4,7.0,,47.5,Audi,Q7 3.0,5,
4503,Honda City i VTEC CVT VX,Mumbai,2016,42666,Petrol,Automatic,3,18.0,1497.0,117.3,5.0,,8.95,Honda,City i,4,
4504,Renault Duster 110PS Diesel RxL,Jaipur,2013,65000,Diesel,Manual,2,19.01,1461.0,108.45,5.0,,5.5,Renault,Duster 110PS,7,
4505,Honda Amaze S i-VTEC,Jaipur,2014,18776,Petrol,Manual,3,17.8,1198.0,86.7,5.0,,4.75,Honda,Amaze S,6,
4506,Honda Amaze S i-Vtech,Jaipur,2016,6714,Petrol,Manual,3,18.0,1198.0,86.7,5.0,,4.75,Honda,Amaze S,4,
4507,BMW 3 Series 320i,Pune,2009,40000,Petrol,Automatic,2,12.05,1995.0,154.0,5.0,,9.5,BMW,3 Series,11,
4508,Maruti Ritz LDi,Coimbatore,2011,88539,Diesel,Manual,3,23.2,1248.0,73.94,5.0,,3.77,Maruti,Ritz LDi,9,
4509,Honda City 1.5 S MT,Delhi,2012,65055,Petrol,Manual,2,17.0,1497.0,118.0,5.0,,4.25,Honda,City 1.5,8,
4510,BMW 3 Series 320d Sport Line,Mumbai,2014,23000,Diesel,Automatic,3,18.88,1995.0,184.0,5.0,,19.9,BMW,3 Series,6,
4511,Volkswagen Jetta 2007-2011 1.9 TDI Trendline,Chennai,2009,60000,Diesel,Manual,3,15.0,1896.0,105.0,5.0,,4.0,Volkswagen,Jetta 2007-2011,11,
4512,Maruti Swift Dzire LXI,Kochi,2013,59350,Petrol,Manual,3,19.1,1197.0,85.8,5.0,,4.16,Maruti,Swift Dzire,7,
4513,Jaguar XF 2.2 Litre Executive,Bangalore,2015,19000,Diesel,Automatic,2,16.36,2179.0,187.7,5.0,,38.0,Jaguar,XF 2.2,5,
4514,Hyundai Xcent 1.2 Kappa AT SX Option,Kochi,2016,45560,Petrol,Automatic,3,16.9,1197.0,82.0,5.0,,6.34,Hyundai,Xcent 1.2,4,
4515,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Pune,2009,118000,Diesel,Manual,3,12.8,2494.0,102.0,8.0,,4.5,Toyota,Innova 2.5,11,
4516,Maruti Eeco 7 Seater Standard,Chennai,2016,55000,Petrol,Manual,3,15.1,1196.0,73.0,7.0,4.87 Lakh,3.75,Maruti,Eeco 7,4,4.87
4517,Audi A4 New 2.0 TDI Multitronic,Delhi,2012,60000,Diesel,Automatic,2,15.2,1968.0,140.8,5.0,,10.2,Audi,A4 New,8,
4518,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Chennai,2007,145000,Diesel,Manual,3,12.8,2494.0,102.0,8.0,,5.0,Toyota,Innova 2.5,13,
4519,Maruti Grand Vitara MT,Mumbai,2008,46810,Petrol,Manual,3,9.8,1995.0,163.5,5.0,,3.95,Maruti,Grand Vitara,12,
4520,Volkswagen Vento 1.5 TDI Highline,Coimbatore,2016,62767,Diesel,Manual,3,20.34,1498.0,103.2,5.0,,9.75,Volkswagen,Vento 1.5,4,
4521,Hyundai Elite i20 Petrol Asta,Kochi,2018,18553,Petrol,Manual,3,18.6,1197.0,81.86,5.0,,7.93,Hyundai,Elite i20,2,
4522,Ford Fiesta Classic 1.4 Duratorq CLXI,Hyderabad,2011,143143,Diesel,Manual,3,17.8,1399.0,67.0,5.0,,2.1,Ford,Fiesta Classic,9,
4523,Mitsubishi Pajero Sport 4X4,Coimbatore,2015,53497,Diesel,Manual,3,13.5,2477.0,175.56,7.0,34.6 Lakh,16.42,Mitsubishi,Pajero Sport,5,34.6
4524,Hyundai Santa Fe 4X4,Bangalore,2011,148000,Diesel,Manual,2,14.66,2199.0,194.3,7.0,,8.9,Hyundai,Santa Fe,9,
4525,Mahindra XUV500 W8 2WD,Pune,2012,95000,Diesel,Manual,3,15.1,2179.0,140.0,7.0,,7.21,Mahindra,XUV500 W8,8,
4526,Toyota Innova 2.5 V Diesel 8-seater,Chennai,2015,100000,Diesel,Manual,3,12.8,2494.0,102.0,8.0,,13.5,Toyota,Innova 2.5,5,
4527,Mercedes-Benz GLE 350d,Chennai,2016,29000,Diesel,Automatic,3,11.57,2987.0,254.79,5.0,92.79 Lakh,65.0,Mercedes-Benz,GLE 350d,4,92.79
4528,Mahindra Scorpio 2009-2014 SLE 7S BSIV,Bangalore,2014,87000,Diesel,Manual,3,12.05,2179.0,120.0,7.0,,7.4,Mahindra,Scorpio 2009-2014,6,
4529,Honda City 1.5 S AT,Kochi,2014,56838,Petrol,Automatic,3,16.8,1497.0,118.0,5.0,,5.15,Honda,City 1.5,6,
4530,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2013,100000,Diesel,Automatic,3,12.0,2987.0,224.0,7.0,,32.0,Mercedes-Benz,GL-Class 2007,7,
4531,Honda City 1.5 S MT,Kolkata,2011,125000,Petrol,Manual,3,17.0,1497.0,118.0,5.0,,3.25,Honda,City 1.5,9,
4532,Maruti Wagon R VXI AMT,Kolkata,2017,17000,Petrol,Automatic,3,22.5,998.0,67.0,5.0,5.8 Lakh,3.95,Maruti,Wagon R,3,5.8
4533,Tata Indigo eCS GLE BSIII,Pune,2013,70000,Petrol,Manual,2,15.4,1193.0,65.0,5.0,,1.5,Tata,Indigo eCS,7,
4534,Hyundai i20 2015-2017 1.2 Asta with AVN,Pune,2010,50000,Petrol,Manual,2,17.0,1197.0,80.0,5.0,,3.0,Hyundai,i20 2015-2017,10,
4535,Honda Jazz Active,Kolkata,2010,39800,Petrol,Manual,3,16.0,1198.0,90.0,5.0,,1.99,Honda,Jazz Active,10,
4536,Maruti A-Star Lxi,Kolkata,2010,60000,Petrol,Manual,3,19.0,998.0,66.1,5.0,,1.35,Maruti,A-Star Lxi,10,
4537,BMW 3 Series 320d Highline,Hyderabad,2009,58000,Diesel,Automatic,3,16.07,1995.0,181.0,5.0,,13.5,BMW,3 Series,11,
4538,Skoda Yeti Elegance,Hyderabad,2010,110009,Diesel,Manual,3,17.67,1968.0,138.08,5.0,,6.99,Skoda,Yeti Elegance,10,
4539,Nissan Terrano XV Premium 110 PS,Hyderabad,2013,85000,Diesel,Manual,3,19.01,1461.0,108.5,5.0,,8.5,Nissan,Terrano XV,7,
4540,Volkswagen Polo Diesel Comfortline 1.2L,Pune,2010,84000,Diesel,Manual,2,22.07,1199.0,73.9,5.0,,2.89,Volkswagen,Polo Diesel,10,
4541,BMW 3 Series 320d,Mumbai,2011,51000,Diesel,Automatic,3,22.69,1995.0,190.0,5.0,47.87 Lakh,10.5,BMW,3 Series,9,47.87
4542,Nissan Sunny 2011-2014 XL,Kochi,2013,68880,Petrol,Manual,3,16.95,1498.0,97.7,5.0,,3.97,Nissan,Sunny 2011-2014,7,
4543,Maruti Alto K10 VXI AGS,Chennai,2017,5500,Petrol,Automatic,3,24.07,998.0,67.1,5.0,,4.25,Maruti,Alto K10,3,
4544,Maruti Ritz ZXI,Coimbatore,2016,40052,Petrol,Manual,3,21.1,1197.0,85.8,5.0,,6.17,Maruti,Ritz ZXI,4,
4545,Audi Q5 30 TDI quattro Premium Plus,Coimbatore,2016,47293,Diesel,Automatic,3,14.16,1968.0,174.3,5.0,,38.72,Audi,Q5 30,4,
4546,Hyundai Verna CRDi SX,Hyderabad,2013,79663,Diesel,Manual,3,16.8,1493.0,110.0,5.0,,6.5,Hyundai,Verna CRDi,7,
4547,Honda Amaze S i-Dtech,Jaipur,2013,63000,Diesel,Manual,2,25.8,1498.0,98.6,5.0,,4.25,Honda,Amaze S,7,
4548,Honda City i DTEC SV,Kolkata,2014,45000,Diesel,Manual,3,26.0,1498.0,98.6,5.0,,4.75,Honda,City i,6,
4549,Toyota Fortuner TRD Sportivo 2.8 2WD AT,Kochi,2014,56501,Diesel,Automatic,3,12.9,2755.0,174.5,7.0,,17.71,Toyota,Fortuner TRD,6,
4550,Volkswagen Vento 1.5 TDI Highline,Jaipur,2015,58000,Diesel,Manual,3,20.34,1498.0,103.2,5.0,,5.85,Volkswagen,Vento 1.5,5,
4551,BMW 5 Series 520d Luxury Line,Coimbatore,2011,51602,Diesel,Automatic,3,22.48,1995.0,190.0,5.0,63.71 Lakh,17.27,BMW,5 Series,9,63.71
4552,BMW 3 Series 320d Sedan,Hyderabad,2007,74199,Diesel,Automatic,3,16.07,1995.0,181.0,5.0,,9.25,BMW,3 Series,13,
4553,Hyundai Creta 1.6 SX Plus Petrol Automatic,Ahmedabad,2017,25000,Petrol,Automatic,3,13.0,1591.0,121.3,5.0,,12.75,Hyundai,Creta 1.6,3,
4554,BMW 3 Series Luxury Line,Pune,2016,70000,Diesel,Automatic,2,21.76,1995.0,190.0,5.0,62.11 Lakh,27.0,BMW,3 Series,4,62.11
